counter,value,description
board.cache_hierarchy.l2-cache-0.ReadSharedReq.mshrMissRate::processor.cores.core.inst,1,mshr miss rate for ReadSharedReq accesses (Ratio)
board.cache_hierarchy.l2-cache-0.ReadSharedReq.mshrMissRate::processor.cores.core.data,0.759398,mshr miss rate for ReadSharedReq accesses (Ratio)
board.cache_hierarchy.l2-cache-0.ReadSharedReq.mshrMissRate::total,0.170171,mshr miss rate for ReadSharedReq accesses (Ratio)
board.cache_hierarchy.l2-cache-0.ReadSharedReq.avgMshrMissLatency::cache_hierarchy.l1d-cache-0.prefetcher,107131.500000,average ReadSharedReq mshr miss latency ((Tick/Count))
board.cache_hierarchy.l2-cache-0.ReadSharedReq.avgMshrMissLatency::processor.cores.core.inst,65637.931034,average ReadSharedReq mshr miss latency ((Tick/Count))
board.cache_hierarchy.l2-cache-0.ReadSharedReq.avgMshrMissLatency::processor.cores.core.data,74455.445545,average ReadSharedReq mshr miss latency ((Tick/Count))
board.cache_hierarchy.l2-cache-0.ReadSharedReq.avgMshrMissLatency::total,71389.270396,average ReadSharedReq mshr miss latency ((Tick/Count))
board.cache_hierarchy.l2-cache-0.WritebackClean.hits::writebacks,41,number of WritebackClean hits (Count)
board.cache_hierarchy.l2-cache-0.WritebackClean.hits::total,41,number of WritebackClean hits (Count)
board.cache_hierarchy.l2-cache-0.WritebackClean.accesses::writebacks,41,number of WritebackClean accesses(hits+misses) (Count)
board.cache_hierarchy.l2-cache-0.WritebackClean.accesses::total,41,number of WritebackClean accesses(hits+misses) (Count)
board.cache_hierarchy.l2-cache-0.WritebackDirty.hits::writebacks,2005,number of WritebackDirty hits (Count)
board.cache_hierarchy.l2-cache-0.WritebackDirty.hits::total,2005,number of WritebackDirty hits (Count)
board.cache_hierarchy.l2-cache-0.WritebackDirty.accesses::writebacks,2005,number of WritebackDirty accesses(hits+misses) (Count)
board.cache_hierarchy.l2-cache-0.WritebackDirty.accesses::total,2005,number of WritebackDirty accesses(hits+misses) (Count)
board.cache_hierarchy.l2-cache-0.power_state.pwrStateResidencyTicks::UNDEFINED,187456000,Cumulative time (in ticks) in various power states (Tick)
board.cache_hierarchy.l2-cache-0.prefetcher.demandMshrMisses,537,demands not covered by prefetchs (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.pfIssued,7708,number of hwpf issued (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.pfUseful,1890,number of useful prefetch (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.pfUsefulButMiss,0,number of hit on prefetch but cache block is not in an usable state (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.accuracy,0.245200,accuracy of the prefetcher (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.coverage,0.778739,coverage brought by this prefetcher (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.pfHitInCache,3687,number of prefetches hitting in cache (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.pfHitInMSHR,1959,number of prefetches hitting in a MSHR (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.pfHitInWB,0,number of prefetches hit in the Write Buffer (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.pfLate,5646,"number of late prefetches (hitting in cache, MSHR or WB) (Count)"
board.cache_hierarchy.l2-cache-0.prefetcher.pfIdentified,8153,number of prefetch candidates identified (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.pfBufferHit,295,number of redundant prefetches already in prefetch queue (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.pfInCache,0,number of redundant prefetches already in cache/mshr dropped (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.pfRemovedDemand,111,number of prefetches dropped due to a demand for the same address (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.pfRemovedFull,0,number of prefetches dropped due to prefetch queue size (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.pfSpanPage,323,number of prefetches that crossed the page (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.pfUsefulSpanPage,322,number of prefetches that is useful and crossed the page (Count)
board.cache_hierarchy.l2-cache-0.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED,187456000,Cumulative time (in ticks) in various power states (Tick)
board.cache_hierarchy.l2-cache-0.tags.tagsInUse,1127.133586,Average ticks per tags in use ((Tick/Count))
board.cache_hierarchy.l2-cache-0.tags.totalRefs,6666,Total number of references to valid blocks. (Count)
board.cache_hierarchy.l2-cache-0.tags.sampledRefs,2599,Sample count of references to valid blocks. (Count)
board.cache_hierarchy.l2-cache-0.tags.avgRefs,2.564833,Average number of references to valid blocks. ((Count/Count))
board.cache_hierarchy.l2-cache-0.tags.warmupTick,77000,The tick when the warmup percentage was hit. (Tick)
board.cache_hierarchy.l2-cache-0.tags.occupancies::cache_hierarchy.l1d-cache-0.prefetcher,15.706561,"Average occupied blocks per tick, per requestor ((Count/Tick))"
board.cache_hierarchy.l2-cache-0.tags.occupancies::cache_hierarchy.l2-cache-0.prefetcher,769.453868,"Average occupied blocks per tick, per requestor ((Count/Tick))"
board.cache_hierarchy.l2-cache-0.tags.occupancies::processor.cores.core.inst,190.141756,"Average occupied blocks per tick, per requestor ((Count/Tick))"
board.cache_hierarchy.l2-cache-0.tags.occupancies::processor.cores.core.data,151.831401,"Average occupied blocks per tick, per requestor ((Count/Tick))"
board.cache_hierarchy.l2-cache-0.tags.avgOccs::cache_hierarchy.l1d-cache-0.prefetcher,0.003835,Average percentage of cache occupancy ((Ratio/Tick))
board.cache_hierarchy.l2-cache-0.tags.avgOccs::cache_hierarchy.l2-cache-0.prefetcher,0.187855,Average percentage of cache occupancy ((Ratio/Tick))
board.cache_hierarchy.l2-cache-0.tags.avgOccs::processor.cores.core.inst,0.046421,Average percentage of cache occupancy ((Ratio/Tick))
board.cache_hierarchy.l2-cache-0.tags.avgOccs::processor.cores.core.data,0.037068,Average percentage of cache occupancy ((Ratio/Tick))
board.cache_hierarchy.l2-cache-0.tags.avgOccs::total,0.275179,Average percentage of cache occupancy ((Ratio/Tick))
board.cache_hierarchy.l2-cache-0.tags.occupanciesTaskId::1022,2100,Occupied blocks per task id (Count)
board.cache_hierarchy.l2-cache-0.tags.occupanciesTaskId::1024,499,Occupied blocks per task id (Count)
board.cache_hierarchy.l2-cache-0.tags.ageTaskId_1022::0,9,"Occupied blocks per task id, per block age (Count)"
board.cache_hierarchy.l2-cache-0.tags.ageTaskId_1022::1,1775,"Occupied blocks per task id, per block age (Count)"
board.cache_hierarchy.l2-cache-0.tags.ageTaskId_1022::2,316,"Occupied blocks per task id, per block age (Count)"
board.cache_hierarchy.l2-cache-0.tags.ageTaskId_1024::0,64,"Occupied blocks per task id, per block age (Count)"
board.cache_hierarchy.l2-cache-0.tags.ageTaskId_1024::1,74,"Occupied blocks per task id, per block age (Count)"
board.cache_hierarchy.l2-cache-0.tags.ageTaskId_1024::2,361,"Occupied blocks per task id, per block age (Count)"
board.cache_hierarchy.l2-cache-0.tags.ratioOccsTaskId::1022,0.512695,"Ratio of occupied blocks and all blocks, per task id (Ratio)"
board.cache_hierarchy.l2-cache-0.tags.ratioOccsTaskId::1024,0.121826,"Ratio of occupied blocks and all blocks, per task id (Ratio)"
board.cache_hierarchy.l2-cache-0.tags.tagAccesses,78807,Number of tag accesses (Count)
board.cache_hierarchy.l2-cache-0.tags.dataAccesses,78807,Number of data accesses (Count)
board.cache_hierarchy.l2-cache-0.tags.power_state.pwrStateResidencyTicks::UNDEFINED,187456000,Cumulative time (in ticks) in various power states (Tick)
board.cache_hierarchy.l2buses.transDist::ReadResp,2521,Transaction distribution (Count)
board.cache_hierarchy.l2buses.transDist::WritebackDirty,2005,Transaction distribution (Count)
board.cache_hierarchy.l2buses.transDist::WritebackClean,41,Transaction distribution (Count)
board.cache_hierarchy.l2buses.transDist::CleanEvict,83,Transaction distribution (Count)
board.cache_hierarchy.l2buses.transDist::HardPFReq,2294,Transaction distribution (Count)
board.cache_hierarchy.l2buses.transDist::ReadExReq,113,Transaction distribution (Count)
board.cache_hierarchy.l2buses.transDist::ReadExResp,113,Transaction distribution (Count)
board.cache_hierarchy.l2buses.transDist::ReadSharedReq,2521,Transaction distribution (Count)
board.cache_hierarchy.l2buses.pktCount_board.cache_hierarchy.l1i-cache-0.mem_side_port::board.cache_hierarchy.l2-cache-0.cpu_side_port,621,Packet count per connected requestor and responder (Count)
board.cache_hierarchy.l2buses.pktCount_board.cache_hierarchy.l1d-cache-0.mem_side_port::board.cache_hierarchy.l2-cache-0.cpu_side_port,6776,Packet count per connected requestor and responder (Count)
board.cache_hierarchy.l2buses.pktCount::total,7397,Packet count per connected requestor and responder (Count)
board.cache_hierarchy.l2buses.pktSize_board.cache_hierarchy.l1i-cache-0.mem_side_port::board.cache_hierarchy.l2-cache-0.cpu_side_port,21184,Cumulative packet size per connected requestor and responder (Byte)
board.cache_hierarchy.l2buses.pktSize_board.cache_hierarchy.l1d-cache-0.mem_side_port::board.cache_hierarchy.l2-cache-0.cpu_side_port,278336,Cumulative packet size per connected requestor and responder (Byte)
board.cache_hierarchy.l2buses.pktSize::total,299520,Cumulative packet size per connected requestor and responder (Byte)
board.cache_hierarchy.l2buses.snoops,2294,Total snoops (Count)
board.cache_hierarchy.l2buses.snoopTraffic,0,Total snoop traffic (Byte)
board.cache_hierarchy.l2buses.snoopFanout::samples,4928,Request fanout histogram (Count)
board.cache_hierarchy.l2buses.snoopFanout::mean,0,Request fanout histogram (Count)
board.cache_hierarchy.l2buses.snoopFanout::stdev,0,Request fanout histogram (Count)
board.cache_hierarchy.l2buses.snoopFanout::underflows,0 0.00% 0.00%,Request fanout histogram (Count)
board.cache_hierarchy.l2buses.snoopFanout::0,4928 100.00% 100.00%,Request fanout histogram (Count)
board.cache_hierarchy.l2buses.snoopFanout::1,0 0.00% 100.00%,Request fanout histogram (Count)
board.cache_hierarchy.l2buses.snoopFanout::2,0 0.00% 100.00%,Request fanout histogram (Count)
board.cache_hierarchy.l2buses.snoopFanout::overflows,0 0.00% 100.00%,Request fanout histogram (Count)
board.cache_hierarchy.l2buses.snoopFanout::min_value,0,Request fanout histogram (Count)
board.cache_hierarchy.l2buses.snoopFanout::max_value,0,Request fanout histogram (Count)
board.cache_hierarchy.l2buses.snoopFanout::total,4928,Request fanout histogram (Count)
board.cache_hierarchy.l2buses.power_state.pwrStateResidencyTicks::UNDEFINED,187456000,Cumulative time (in ticks) in various power states (Tick)
board.cache_hierarchy.l2buses.reqLayer0.occupancy,10794165,Layer occupancy (ticks) (Tick)
board.cache_hierarchy.l2buses.reqLayer0.utilization,0.1,Layer utilization (Ratio)
board.cache_hierarchy.l2buses.respLayer0.occupancy,870000,Layer occupancy (ticks) (Tick)
board.cache_hierarchy.l2buses.respLayer0.utilization,0.0,Layer utilization (Ratio)
board.cache_hierarchy.l2buses.respLayer1.occupancy,7032000,Layer occupancy (ticks) (Tick)
board.cache_hierarchy.l2buses.respLayer1.utilization,0.0,Layer utilization (Ratio)
board.cache_hierarchy.l2buses.snoop_filter.totRequests,4763,Total number of requests made to the snoop filter. (Count)
board.cache_hierarchy.l2buses.snoop_filter.hitSingleRequests,2129,Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
board.cache_hierarchy.l2buses.snoop_filter.hitMultiRequests,0,Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
board.cache_hierarchy.l2buses.snoop_filter.totSnoops,0,Total number of snoops made to the snoop filter. (Count)
board.cache_hierarchy.l2buses.snoop_filter.hitSingleSnoops,0,Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
board.cache_hierarchy.l2buses.snoop_filter.hitMultiSnoops,0,Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
board.cache_hierarchy.membus.transDist::ReadResp,2491,Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::ReadExReq,108,Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::ReadExResp,108,Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::ReadSharedReq,2491,Transaction distribution (Count)
board.cache_hierarchy.membus.pktCount_board.cache_hierarchy.l2-cache-0.mem_side_port::board.memory.mem_ctrl.port,5198,Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.cache_hierarchy.l2-cache-0.mem_side_port::total,5198,Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount::total,5198,Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktSize_board.cache_hierarchy.l2-cache-0.mem_side_port::board.memory.mem_ctrl.port,166336,Cumulative packet size per connected requestor and responder (Byte)
board.cache_hierarchy.membus.pktSize_board.cache_hierarchy.l2-cache-0.mem_side_port::total,166336,Cumulative packet size per connected requestor and responder (Byte)
board.cache_hierarchy.membus.pktSize::total,166336,Cumulative packet size per connected requestor and responder (Byte)
board.cache_hierarchy.membus.snoops,0,Total snoops (Count)
board.cache_hierarchy.membus.snoopTraffic,0,Total snoop traffic (Byte)
board.cache_hierarchy.membus.snoopFanout::samples,2599,Request fanout histogram (Count)
board.cache_hierarchy.membus.snoopFanout::mean,0,Request fanout histogram (Count)
board.cache_hierarchy.membus.snoopFanout::stdev,0,Request fanout histogram (Count)
board.cache_hierarchy.membus.snoopFanout::underflows,0 0.00% 0.00%,Request fanout histogram (Count)
board.cache_hierarchy.membus.snoopFanout::0,2599 100.00% 100.00%,Request fanout histogram (Count)
board.cache_hierarchy.membus.snoopFanout::1,0 0.00% 100.00%,Request fanout histogram (Count)
board.cache_hierarchy.membus.snoopFanout::overflows,0 0.00% 100.00%,Request fanout histogram (Count)
board.cache_hierarchy.membus.snoopFanout::min_value,0,Request fanout histogram (Count)
board.cache_hierarchy.membus.snoopFanout::max_value,0,Request fanout histogram (Count)
board.cache_hierarchy.membus.snoopFanout::total,2599,Request fanout histogram (Count)
board.cache_hierarchy.membus.badaddr_responder.power_state.pwrStateResidencyTicks::UNDEFINED,187456000,Cumulative time (in ticks) in various power states (Tick)
board.cache_hierarchy.membus.power_state.pwrStateResidencyTicks::UNDEFINED,187456000,Cumulative time (in ticks) in various power states (Tick)
board.cache_hierarchy.membus.reqLayer0.occupancy,4380269,Layer occupancy (ticks) (Tick)
board.cache_hierarchy.membus.reqLayer0.utilization,0.0,Layer utilization (Ratio)
board.cache_hierarchy.membus.respLayer1.occupancy,5982217,Layer occupancy (ticks) (Tick)
board.cache_hierarchy.membus.respLayer1.utilization,0.0,Layer utilization (Ratio)
board.cache_hierarchy.membus.snoop_filter.totRequests,2599,Total number of requests made to the snoop filter. (Count)
board.cache_hierarchy.membus.snoop_filter.hitSingleRequests,0,Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
board.cache_hierarchy.membus.snoop_filter.hitMultiRequests,0,Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
board.cache_hierarchy.membus.snoop_filter.totSnoops,0,Total number of snoops made to the snoop filter. (Count)
board.cache_hierarchy.membus.snoop_filter.hitSingleSnoops,0,Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
board.cache_hierarchy.membus.snoop_filter.hitMultiSnoops,0,Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
board.clk_domain.clock,1000,Clock period in ticks (Tick)
board.clk_domain.voltage_domain.voltage,1,Voltage in Volts (Volt)
board.memory.mem_ctrl.avgPriority_cache_hierarchy.l1d-cache-0.prefetcher::samples,38.00,Average QoS priority value for accepted requests (Count)
board.memory.mem_ctrl.avgPriority_cache_hierarchy.l2-cache-0.prefetcher::samples,2062.00,Average QoS priority value for accepted requests (Count)
board.memory.mem_ctrl.avgPriority_processor.cores.core.inst::samples,290.00,Average QoS priority value for accepted requests (Count)
board.memory.mem_ctrl.avgPriority_processor.cores.core.data::samples,209.00,Average QoS priority value for accepted requests (Count)
board.memory.mem_ctrl.priorityMinLatency,0.000000018750,per QoS priority minimum request to response latency (Second)
board.memory.mem_ctrl.priorityMaxLatency,0.000000585750,per QoS priority maximum request to response latency (Second)
board.memory.mem_ctrl.numReadWriteTurnArounds,0,Number of turnarounds from READ to WRITE (Count)
board.memory.mem_ctrl.numWriteReadTurnArounds,0,Number of turnarounds from WRITE to READ (Count)
board.memory.mem_ctrl.numStayReadState,5089,Number of times bus staying in READ state (Count)
board.memory.mem_ctrl.numStayWriteState,0,Number of times bus staying in WRITE state (Count)
board.memory.mem_ctrl.readReqs,2599,Number of read requests accepted (Count)
board.memory.mem_ctrl.writeReqs,0,Number of write requests accepted (Count)
board.memory.mem_ctrl.readBursts,2599,"Number of controller read bursts, including those serviced by the write queue (Count)"
board.memory.mem_ctrl.writeBursts,0,"Number of controller write bursts, including those merged in the write queue (Count)"
board.memory.mem_ctrl.servicedByWrQ,0,Number of controller read bursts serviced by the write queue (Count)
board.memory.mem_ctrl.mergedWrBursts,0,Number of controller write bursts merged with an existing one (Count)
board.memory.mem_ctrl.neitherReadNorWriteReqs,0,Number of requests that are neither read nor write (Count)
board.memory.mem_ctrl.avgRdQLen,1.39,Average read queue length when enqueuing ((Count/Tick))
board.memory.mem_ctrl.avgWrQLen,0.00,Average write queue length when enqueuing ((Count/Tick))
board.memory.mem_ctrl.numRdRetry,0,Number of times read queue was full causing retry (Count)
board.memory.mem_ctrl.numWrRetry,0,Number of times write queue was full causing retry (Count)
board.memory.mem_ctrl.readPktSize::0,0,Read request sizes (log2) (Count)
board.memory.mem_ctrl.readPktSize::1,0,Read request sizes (log2) (Count)
board.memory.mem_ctrl.readPktSize::2,0,Read request sizes (log2) (Count)
board.memory.mem_ctrl.readPktSize::3,0,Read request sizes (log2) (Count)
board.memory.mem_ctrl.readPktSize::4,0,Read request sizes (log2) (Count)
board.memory.mem_ctrl.readPktSize::5,0,Read request sizes (log2) (Count)
board.memory.mem_ctrl.readPktSize::6,2599,Read request sizes (log2) (Count)
board.memory.mem_ctrl.writePktSize::0,0,Write request sizes (log2) (Count)
board.memory.mem_ctrl.writePktSize::1,0,Write request sizes (log2) (Count)
board.memory.mem_ctrl.writePktSize::2,0,Write request sizes (log2) (Count)
board.memory.mem_ctrl.writePktSize::3,0,Write request sizes (log2) (Count)
board.memory.mem_ctrl.writePktSize::4,0,Write request sizes (log2) (Count)
board.memory.mem_ctrl.writePktSize::5,0,Write request sizes (log2) (Count)
board.memory.mem_ctrl.writePktSize::6,0,Write request sizes (log2) (Count)
board.memory.mem_ctrl.rdQLenPdf::0,2211,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::1,57,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::2,54,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::3,50,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::4,55,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::5,47,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::6,47,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::7,42,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::8,36,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::9,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::10,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::11,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::12,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::13,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::14,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::15,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::16,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::17,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::18,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::19,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::20,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::21,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::22,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::23,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::24,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::25,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::26,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::27,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::28,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::29,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::30,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.rdQLenPdf::31,0,What read queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::0,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::1,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::2,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::3,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::4,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::5,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::6,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::7,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::8,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::9,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::10,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::11,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::12,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::13,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::14,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::15,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::16,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::17,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::18,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::19,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::20,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::21,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::22,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::23,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::24,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::25,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::26,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::27,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::28,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::29,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::30,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::31,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::32,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::33,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::34,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::35,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::36,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::37,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::38,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::39,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::40,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::41,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::42,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::43,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::44,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::45,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::46,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::47,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::48,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::49,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::50,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::51,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::52,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::53,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::54,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::55,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::56,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::57,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::58,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::59,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::60,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::61,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::62,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.wrQLenPdf::63,0,What write queue length does an incoming req see (Count)
board.memory.mem_ctrl.bytesReadWrQ,0,Total number of bytes read from write queue (Byte)
board.memory.mem_ctrl.bytesReadSys,166336,Total read bytes from the system interface side (Byte)
board.memory.mem_ctrl.bytesWrittenSys,0,Total written bytes from the system interface side (Byte)
board.memory.mem_ctrl.avgRdBWSys,887333560.94230115,Average system read bandwidth in Byte/s ((Byte/Second))
board.memory.mem_ctrl.avgWrBWSys,0.00000000,Average system write bandwidth in Byte/s ((Byte/Second))
board.memory.mem_ctrl.totGap,187372000,Total gap between requests (Tick)
board.memory.mem_ctrl.avgGap,72093.88,Average gap between requests ((Tick/Count))
board.memory.mem_ctrl.requestorReadBytes::cache_hierarchy.l1d-cache-0.prefetcher,2432,Per-requestor bytes read from memory (Byte)
board.memory.mem_ctrl.requestorReadBytes::cache_hierarchy.l2-cache-0.prefetcher,131968,Per-requestor bytes read from memory (Byte)
board.memory.mem_ctrl.requestorReadBytes::processor.cores.core.inst,18560,Per-requestor bytes read from memory (Byte)
board.memory.mem_ctrl.requestorReadBytes::processor.cores.core.data,13376,Per-requestor bytes read from memory (Byte)
board.memory.mem_ctrl.requestorReadRate::cache_hierarchy.l1d-cache-0.prefetcher,12973711.164219871163,Per-requestor bytes read from memory rate ((Byte/Second))
